Dia	Hora	End time	Average			Domingo	Lunes	Martes	Miercoles	Jueves	Viernes	Sabado
vie	17	"viernes, 4 de abril de 2003"	94.21718015		16	761.9747191	1189.392138	1284.500789	1366.110408	703.4905846	1077.891411	918.7094978
vie	17	"viernes, 4 de abril de 2003"	93.42883789		17	738.5007019	1200.341603	1318.220364	1251.032361	654.0482627	1094.464447	884.9335995
vie	17	"viernes, 4 de abril de 2003"	96.70287579		18	571.2442379	1198.918314	1348.121854	1323.151196	655.0425822	1074.955396	883.933086
vie	17	"viernes, 4 de abril de 2003"	93.77144043		19	554.0294691	1141.795793	1337.824416	1308.056131	686.4019423	1041.803096	871.0137751
vie	18	"viernes, 4 de abril de 2003"	89.43639268		20	522.3738876	1040.140836	1248.095407	1287.20889	659.3633322	1025.601851	852.2496911
vie	18	"viernes, 4 de abril de 2003"	91.03359647		21	452.2503588	1022.005403	1150.472022	1161.577994	523.5993217	1010.291081	815.9061928
vie	18	"viernes, 4 de abril de 2003"	88.46978342		22	387.0614396	897.2787652	1024.015265	1036.610758	535.3296575	934.5407008	771.9499387
vie	18	"viernes, 4 de abril de 2003"	86.50331582		23	437.7422401	590.2579461	729.1511466	811.2080144	451.6490009	818.7591492	688.8296627
vie	19	"viernes, 4 de abril de 2003"	84.3200908		Total general	12528.36484	21185.31509	22693.01207	21767.34961	11554.02587	16731.62312	15644.90554
vie	19	"viernes, 4 de abril de 2003"	83.78125907									
vie	19	"viernes, 4 de abril de 2003"	82.06249593									
vie	19	"viernes, 4 de abril de 2003"	84.84959892									
vie	20	"viernes, 4 de abril de 2003"	86.30504525									
vie	20	"viernes, 4 de abril de 2003"	84.70956277									
vie	20	"viernes, 4 de abril de 2003"	85.54190805									
vie	20	"viernes, 4 de abril de 2003"	81.42815779									
vie	21	"viernes, 4 de abril de 2003"	85.07589817									
vie	21	"viernes, 4 de abril de 2003"	89.08309166									
vie	21	"viernes, 4 de abril de 2003"	87.47651886									
vie	21	"viernes, 4 de abril de 2003"	86.51722054									
vie	22	"viernes, 4 de abril de 2003"	82.75539647									
vie	22	"viernes, 4 de abril de 2003"	80.44038537									
vie	22	"viernes, 4 de abril de 2003"	78.94628038									
vie	22	"viernes, 4 de abril de 2003"	76.327146									
vie	23	"viernes, 4 de abril de 2003"	73.59081694									
vie	23	"viernes, 4 de abril de 2003"	71.92412859									
vie	23	"viernes, 4 de abril de 2003"	70.37965147									
vie	23	"viernes, 4 de abril de 2003"	61.77583866									
sáb	0	"sábado, 5 de abril de 2003"	62.3290468									
sáb	0	"sábado, 5 de abril de 2003"	62.88225495									
sáb	0	"sábado, 5 de abril de 2003"	60.02663253									
sáb	0	"sábado, 5 de abril de 2003"	57.60252773									
sáb	1	"sábado, 5 de abril de 2003"	57.12022823									
sáb	1	"sábado, 5 de abril de 2003"	53.78653231									
sáb	1	"sábado, 5 de abril de 2003"	53.02994106									
sáb	1	"sábado, 5 de abril de 2003"	50.66279705									
sáb	2	"sábado, 5 de abril de 2003"	50.66383903									
sáb	2	"sábado, 5 de abril de 2003"	48.52787434									
sáb	2	"sábado, 5 de abril de 2003"	44.01392204									
sáb	2	"sábado, 5 de abril de 2003"	39.82765621									
sáb	3	"sábado, 5 de abril de 2003"	38.76276583									
sáb	3	"sábado, 5 de abril de 2003"	36.14196124									
sáb	3	"sábado, 5 de abril de 2003"	35.98701976									
sáb	3	"sábado, 5 de abril de 2003"	33.55939432									
sáb	4	"sábado, 5 de abril de 2003"	30.4966503									
sáb	4	"sábado, 5 de abril de 2003"	27.75041442									
sáb	4	"sábado, 5 de abril de 2003"	27.08935084									
sáb	4	"sábado, 5 de abril de 2003"	26.78542613									
sáb	5	"sábado, 5 de abril de 2003"	23.22593081									
sáb	5	"sábado, 5 de abril de 2003"	21.4620049									
sáb	5	"sábado, 5 de abril de 2003"	20.92966372									
sáb	5	"sábado, 5 de abril de 2003"	21.01745139									
sáb	6	"sábado, 5 de abril de 2003"	21.73317748									
sáb	6	"sábado, 5 de abril de 2003"	22.27268916									
sáb	6	"sábado, 5 de abril de 2003"	26.04328844									
sáb	6	"sábado, 5 de abril de 2003"	33.91359066									
sáb	7	"sábado, 5 de abril de 2003"	42.9214204									
sáb	7	"sábado, 5 de abril de 2003"	44.16169789									
sáb	7	"sábado, 5 de abril de 2003"	50.36421387									
sáb	7	"sábado, 5 de abril de 2003"	51.79595517									
sáb	8	"sábado, 5 de abril de 2003"	63.16221106									
sáb	8	"sábado, 5 de abril de 2003"	65.06539562									
sáb	8	"sábado, 5 de abril de 2003"	68.04442308									
sáb	8	"sábado, 5 de abril de 2003"	72.81217716									
sáb	9	"sábado, 5 de abril de 2003"	81.82466856									
sáb	9	"sábado, 5 de abril de 2003"	82.62284635									
sáb	9	"sábado, 5 de abril de 2003"	85.61352124									
sáb	9	"sábado, 5 de abril de 2003"	87.42546282									
sáb	10	"sábado, 5 de abril de 2003"	89.18895187									
sáb	10	"sábado, 5 de abril de 2003"	87.67751734									
sáb	10	"sábado, 5 de abril de 2003"	91.20843856									
sáb	10	"sábado, 5 de abril de 2003"	88.78018718									
sáb	11	"sábado, 5 de abril de 2003"	91.91390537									
sáb	11	"sábado, 5 de abril de 2003"	93.02283508									
sáb	11	"sábado, 5 de abril de 2003"	95.5216286									
sáb	11	"sábado, 5 de abril de 2003"	92.88988346									
sáb	12	"sábado, 5 de abril de 2003"	91.65647827									
sáb	12	"sábado, 5 de abril de 2003"	94.38884167									
sáb	12	"sábado, 5 de abril de 2003"	95.62799991									
sáb	12	"sábado, 5 de abril de 2003"	93.78805786									
sáb	13	"sábado, 5 de abril de 2003"	94.03659605									
sáb	13	"sábado, 5 de abril de 2003"	95.13291997									
sáb	13	"sábado, 5 de abril de 2003"	96.95183243									
sáb	14	"sábado, 5 de abril de 2003"	95.80759085									
sáb	14	"sábado, 5 de abril de 2003"	95.72222041									
sáb	14	"sábado, 5 de abril de 2003"	98.66310347									
sáb	15	"sábado, 5 de abril de 2003"	96.06407078									
sáb	15	"sábado, 5 de abril de 2003"	99.03480888									
sáb	15	"sábado, 5 de abril de 2003"	98.01819684									
sáb	16	"sábado, 5 de abril de 2003"	92.72020303									
sáb	16	"sábado, 5 de abril de 2003"	93.85453266									
sáb	16	"sábado, 5 de abril de 2003"	89.94216834									
sáb	16	"sábado, 5 de abril de 2003"	87.11852022									
sáb	17	"sábado, 5 de abril de 2003"	81.58900696									
sáb	17	"sábado, 5 de abril de 2003"	85.3486779									
sáb	17	"sábado, 5 de abril de 2003"	81.50157815									
sáb	17	"sábado, 5 de abril de 2003"	84.47927865									
sáb	18	"sábado, 5 de abril de 2003"	84.89682304									
sáb	18	"sábado, 5 de abril de 2003"	82.97018398									
sáb	18	"sábado, 5 de abril de 2003"	84.19368315									
sáb	18	"sábado, 5 de abril de 2003"	84.47672948									
sáb	19	"sábado, 5 de abril de 2003"	81.75465564									
sáb	19	"sábado, 5 de abril de 2003"	81.47552055									
sáb	19	"sábado, 5 de abril de 2003"	80.37504325									
sáb	19	"sábado, 5 de abril de 2003"	82.78071881									
sáb	20	"sábado, 5 de abril de 2003"	83.62447638									
sáb	20	"sábado, 5 de abril de 2003"	81.75242751									
sáb	20	"sábado, 5 de abril de 2003"	80.45751412									
sáb	20	"sábado, 5 de abril de 2003"	79.1035127									
sáb	21	"sábado, 5 de abril de 2003"	76.10940515									
sáb	21	"sábado, 5 de abril de 2003"	75.9338633									
sáb	21	"sábado, 5 de abril de 2003"	74.72056067									
sáb	21	"sábado, 5 de abril de 2003"	75.80364255									
sáb	22	"sábado, 5 de abril de 2003"	74.45701977									
sáb	22	"sábado, 5 de abril de 2003"	72.90041552									
sáb	22	"sábado, 5 de abril de 2003"	72.80622114									
sáb	22	"sábado, 5 de abril de 2003"	67.78175684									
sáb	23	"sábado, 5 de abril de 2003"	69.78803525									
sáb	23	"sábado, 5 de abril de 2003"	63.16157852									
sáb	23	"sábado, 5 de abril de 2003"	62.50261205									
sáb	23	"sábado, 5 de abril de 2003"	59.16091824									
dom	0	"domingo, 6 de abril de 2003"	54.51151365									
dom	0	"domingo, 6 de abril de 2003"	49.86210905									
dom	0	"domingo, 6 de abril de 2003"	50.19240466									
dom	0	"domingo, 6 de abril de 2003"	49.61215169									
dom	1	"domingo, 6 de abril de 2003"	45.35830585									
dom	1	"domingo, 6 de abril de 2003"	42.50062748									
dom	1	"domingo, 6 de abril de 2003"	42.01364217									
dom	1	"domingo, 6 de abril de 2003"	43.03116177									
dom	2	"domingo, 6 de abril de 2003"	34.17776091									
dom	2	"domingo, 6 de abril de 2003"	32.63017325									
dom	2	"domingo, 6 de abril de 2003"	33.47652193									
dom	2	"domingo, 6 de abril de 2003"	32.34304607									
dom	3	"domingo, 6 de abril de 2003"	39.21683177									
dom	3	"domingo, 6 de abril de 2003"	52.97019941									
dom	3	"domingo, 6 de abril de 2003"	36.78152085									
dom	3	"domingo, 6 de abril de 2003"	37.00099544									
dom	4	"domingo, 6 de abril de 2003"	35.83148524									
dom	4	"domingo, 6 de abril de 2003"	34.04852912									
dom	4	"domingo, 6 de abril de 2003"	33.19945084									
dom	4	"domingo, 6 de abril de 2003"	30.95651847									
dom	5	"domingo, 6 de abril de 2003"	27.15719935									
dom	5	"domingo, 6 de abril de 2003"	26.80664933									
dom	5	"domingo, 6 de abril de 2003"	23.46607937									
dom	5	"domingo, 6 de abril de 2003"	21.62910569									
dom	6	"domingo, 6 de abril de 2003"	22.67450588									
dom	6	"domingo, 6 de abril de 2003"	18.83522487									
dom	6	"domingo, 6 de abril de 2003"	18.59053227									
dom	6	"domingo, 6 de abril de 2003"	20.16276399									
dom	7	"domingo, 6 de abril de 2003"	21.18132619									
dom	7	"domingo, 6 de abril de 2003"	21.69913681									
dom	7	"domingo, 6 de abril de 2003"	22.16789609									
dom	7	"domingo, 6 de abril de 2003"	25.23114274									
dom	8	"domingo, 6 de abril de 2003"	26.05200047									
dom	8	"domingo, 6 de abril de 2003"	27.9029421									
dom	8	"domingo, 6 de abril de 2003"	31.23459452									
dom	8	"domingo, 6 de abril de 2003"	30.46327085									
dom	9	"domingo, 6 de abril de 2003"	36.19866491									
dom	9	"domingo, 6 de abril de 2003"	36.79713233									
dom	9	"domingo, 6 de abril de 2003"	39.19486752									
dom	9	"domingo, 6 de abril de 2003"	42.24886221									
dom	10	"domingo, 6 de abril de 2003"	47.13375252									
dom	10	"domingo, 6 de abril de 2003"	53.87920607									
dom	10	"domingo, 6 de abril de 2003"	55.98739585									
dom	10	"domingo, 6 de abril de 2003"	56.46950818									
dom	11	"domingo, 6 de abril de 2003"	59.53626946									
dom	11	"domingo, 6 de abril de 2003"	63.37255253									
dom	11	"domingo, 6 de abril de 2003"	63.07490019									
dom	11	"domingo, 6 de abril de 2003"	65.50764291									
dom	12	"domingo, 6 de abril de 2003"	67.41259432									
dom	12	"domingo, 6 de abril de 2003"	66.89767573									
dom	12	"domingo, 6 de abril de 2003"	66.01782399									
dom	12	"domingo, 6 de abril de 2003"	67.37821707									
dom	13	"domingo, 6 de abril de 2003"	69.02100709									
dom	13	"domingo, 6 de abril de 2003"	69.28068417									
dom	13	"domingo, 6 de abril de 2003"	69.67496021									
dom	13	"domingo, 6 de abril de 2003"	72.73691977									
dom	14	"domingo, 6 de abril de 2003"	74.57435415									
dom	14	"domingo, 6 de abril de 2003"	78.00583717									
dom	14	"domingo, 6 de abril de 2003"	84.58560999									
dom	14	"domingo, 6 de abril de 2003"	85.69093981									
dom	15	"domingo, 6 de abril de 2003"	84.96057864									
dom	15	"domingo, 6 de abril de 2003"	81.76899135									
dom	15	"domingo, 6 de abril de 2003"	80.85897767									
dom	15	"domingo, 6 de abril de 2003"	83.26556589									
dom	16	"domingo, 6 de abril de 2003"	77.85084057									
dom	16	"domingo, 6 de abril de 2003"	58.39552072									
dom	16	"domingo, 6 de abril de 2003"	59.82298815									
dom	16	"domingo, 6 de abril de 2003"	74.77321301									
dom	17	"domingo, 6 de abril de 2003"	74.67716517									
dom	17	"domingo, 6 de abril de 2003"	74.1857058									
dom	17	"domingo, 6 de abril de 2003"	75.29970811									
dom	17	"domingo, 6 de abril de 2003"	70.62739628									
dom	18	"domingo, 6 de abril de 2003"	75.8807621									
dom	18	"domingo, 6 de abril de 2003"	74.04858094									
dom	18	"domingo, 6 de abril de 2003"	76.23829362									
dom	18	"domingo, 6 de abril de 2003"	72.57379893									
dom	19	"domingo, 6 de abril de 2003"	74.73524896									
dom	19	"domingo, 6 de abril de 2003"	71.5043266									
dom	19	"domingo, 6 de abril de 2003"	71.13904224									
dom	19	"domingo, 6 de abril de 2003"	72.22573351									
dom	20	"domingo, 6 de abril de 2003"	69.68720505									
dom	20	"domingo, 6 de abril de 2003"	69.78583124									
dom	20	"domingo, 6 de abril de 2003"	67.66019404									
dom	20	"domingo, 6 de abril de 2003"	66.96335921									
dom	21	"domingo, 6 de abril de 2003"	64.2355631									
dom	21	"domingo, 6 de abril de 2003"	60.82211757									
dom	21	"domingo, 6 de abril de 2003"	61.55167211									
dom	21	"domingo, 6 de abril de 2003"	54.04305149									
dom	22	"domingo, 6 de abril de 2003"	49.20409057									
dom	22	"domingo, 6 de abril de 2003"	47.49617212									
dom	22	"domingo, 6 de abril de 2003"	50.27675607									
dom	22	"domingo, 6 de abril de 2003"	50.83834616									
dom	23	"domingo, 6 de abril de 2003"	46.2023735									
dom	23	"domingo, 6 de abril de 2003"	40.97592278									
dom	23	"domingo, 6 de abril de 2003"	36.93790694									
dom	23	"domingo, 6 de abril de 2003"	31.30032274									
lun	0	"lunes, 7 de abril de 2003"	26.55441984									
lun	0	"lunes, 7 de abril de 2003"	21.80851695									
lun	0	"lunes, 7 de abril de 2003"	21.60611715									
lun	0	"lunes, 7 de abril de 2003"	20.24108446									
lun	1	"lunes, 7 de abril de 2003"	15.2213876									
lun	1	"lunes, 7 de abril de 2003"	12.03024652									
lun	1	"lunes, 7 de abril de 2003"	14.19415494									
lun	1	"lunes, 7 de abril de 2003"	9.891625109									
lun	2	"lunes, 7 de abril de 2003"	9.671638695									
lun	2	"lunes, 7 de abril de 2003"	7.785578619									
lun	2	"lunes, 7 de abril de 2003"	6.728233798									
lun	2	"lunes, 7 de abril de 2003"	6.197299442									
lun	3	"lunes, 7 de abril de 2003"	5.553001891									
lun	3	"lunes, 7 de abril de 2003"	5.297434647									
lun	3	"lunes, 7 de abril de 2003"	4.252906157									
lun	3	"lunes, 7 de abril de 2003"	4.508921694									
lun	4	"lunes, 7 de abril de 2003"	4.738176978									
lun	4	"lunes, 7 de abril de 2003"	4.154525864									
lun	4	"lunes, 7 de abril de 2003"	5.505183712									
lun	4	"lunes, 7 de abril de 2003"	5.74924833									
lun	5	"lunes, 7 de abril de 2003"	6.557379072									
lun	5	"lunes, 7 de abril de 2003"	6.754598751									
lun	5	"lunes, 7 de abril de 2003"	8.991779731									
lun	5	"lunes, 7 de abril de 2003"	11.92380564									
lun	6	"lunes, 7 de abril de 2003"	19.61146776									
lun	6	"lunes, 7 de abril de 2003"	26.54104594									
lun	6	"lunes, 7 de abril de 2003"	40.51936492									
lun	6	"lunes, 7 de abril de 2003"	65.29174072									
lun	7	"lunes, 7 de abril de 2003"	88.80098284									
lun	7	"lunes, 7 de abril de 2003"	92.73590222									
lun	7	"lunes, 7 de abril de 2003"	96.39120402									
lun	7	"lunes, 7 de abril de 2003"	95.09568535									
lun	8	"lunes, 7 de abril de 2003"	94.69345828									
lun	8	"lunes, 7 de abril de 2003"	94.15597041									
lun	8	"lunes, 7 de abril de 2003"	93.39924325									
lun	8	"lunes, 7 de abril de 2003"	93.61114808									
lun	9	"lunes, 7 de abril de 2003"	93.56705883									
lun	9	"lunes, 7 de abril de 2003"	95.43903656									
lun	9	"lunes, 7 de abril de 2003"	96.53195653									
lun	9	"lunes, 7 de abril de 2003"	95.0525918									
lun	10	"lunes, 7 de abril de 2003"	98.34321898									
lun	10	"lunes, 7 de abril de 2003"	93.77211786									
lun	10	"lunes, 7 de abril de 2003"	88.45000424									
lun	10	"lunes, 7 de abril de 2003"	88.3836517									
lun	11	"lunes, 7 de abril de 2003"	70.43715701									
lun	11	"lunes, 7 de abril de 2003"	89.15548091									
lun	12	"lunes, 7 de abril de 2003"	88.390207									
lun	12	"lunes, 7 de abril de 2003"	76.36467846									
lun	12	"lunes, 7 de abril de 2003"	90.16759807									
lun	12	"lunes, 7 de abril de 2003"	86.03609461									
lun	13	"lunes, 7 de abril de 2003"	56.82695213									
lun	13	"lunes, 7 de abril de 2003"	53.70255247									
lun	13	"lunes, 7 de abril de 2003"	54.6850945									
lun	13	"lunes, 7 de abril de 2003"	58.09731536									
lun	14	"lunes, 7 de abril de 2003"	51.25707224									
lun	14	"lunes, 7 de abril de 2003"	46.15397407									
lun	14	"lunes, 7 de abril de 2003"	43.67762344									
lun	14	"lunes, 7 de abril de 2003"	49.90452109									
lun	15	"lunes, 7 de abril de 2003"	46.14250548									
lun	15	"lunes, 7 de abril de 2003"	52.98570718									
lun	15	"lunes, 7 de abril de 2003"	48.42607365									
lun	15	"lunes, 7 de abril de 2003"	55.10180586									
lun	16	"lunes, 7 de abril de 2003"	47.48408698									
lun	16	"lunes, 7 de abril de 2003"	57.46411667									
lun	16	"lunes, 7 de abril de 2003"	56.76238419									
lun	16	"lunes, 7 de abril de 2003"	49.21229325									
lun	17	"lunes, 7 de abril de 2003"	58.15640588									
lun	17	"lunes, 7 de abril de 2003"	52.10453167									
lun	17	"lunes, 7 de abril de 2003"	55.24367265									
lun	17	"lunes, 7 de abril de 2003"	47.4480491									
lun	18	"lunes, 7 de abril de 2003"	50.21964723									
lun	18	"lunes, 7 de abril de 2003"	54.58256759									
lun	18	"lunes, 7 de abril de 2003"	49.38542827									
lun	18	"lunes, 7 de abril de 2003"	51.42309836									
lun	19	"lunes, 7 de abril de 2003"	55.65998414									
lun	19	"lunes, 7 de abril de 2003"	45.16552976									
lun	19	"lunes, 7 de abril de 2003"	40.42955337									
lun	19	"lunes, 7 de abril de 2003"	45.3823509									
lun	20	"lunes, 7 de abril de 2003"	46.35248689									
lun	20	"lunes, 7 de abril de 2003"	49.03771959									
lun	20	"lunes, 7 de abril de 2003"	43.12219091									
lun	20	"lunes, 7 de abril de 2003"	45.92491393									
lun	21	"lunes, 7 de abril de 2003"	43.34635257									
lun	21	"lunes, 7 de abril de 2003"	48.84511197									
lun	21	"lunes, 7 de abril de 2003"	49.06172083									
lun	21	"lunes, 7 de abril de 2003"	55.66616907									
lun	22	"lunes, 7 de abril de 2003"	51.94317254									
lun	22	"lunes, 7 de abril de 2003"	54.67703856									
lun	22	"lunes, 7 de abril de 2003"	57.04011758									
lun	22	"lunes, 7 de abril de 2003"	52.10305254									
lun	23	"lunes, 7 de abril de 2003"	44.11625385									
lun	23	"lunes, 7 de abril de 2003"	38.24119539									
lun	23	"lunes, 7 de abril de 2003"	37.04275869									
lun	23	"lunes, 7 de abril de 2003"	32.32105964									
mar	0	"martes, 8 de abril de 2003"	28.20309655									
mar	0	"martes, 8 de abril de 2003"	25.49460109									
mar	0	"martes, 8 de abril de 2003"	34.07176536									
mar	0	"martes, 8 de abril de 2003"	21.66712722									
mar	1	"martes, 8 de abril de 2003"	17.85881405									
mar	1	"martes, 8 de abril de 2003"	14.37068187									
mar	1	"martes, 8 de abril de 2003"	12.60236323									
mar	1	"martes, 8 de abril de 2003"	12.33414987									
mar	2	"martes, 8 de abril de 2003"	10.87254003									
mar	2	"martes, 8 de abril de 2003"	9.47686818									
mar	2	"martes, 8 de abril de 2003"	8.308081421									
mar	2	"martes, 8 de abril de 2003"	8.303010674									
mar	3	"martes, 8 de abril de 2003"	6.874259832									
mar	3	"martes, 8 de abril de 2003"	6.478457574									
mar	3	"martes, 8 de abril de 2003"	6.198517645									
mar	3	"martes, 8 de abril de 2003"	6.090287611									
mar	4	"martes, 8 de abril de 2003"	5.126010044									
mar	4	"martes, 8 de abril de 2003"	5.410316425									
mar	4	"martes, 8 de abril de 2003"	5.419895244									
mar	4	"martes, 8 de abril de 2003"	6.080000954									
mar	5	"martes, 8 de abril de 2003"	6.366652962									
mar	5	"martes, 8 de abril de 2003"	7.525208047									
mar	5	"martes, 8 de abril de 2003"	9.309161694									
mar	5	"martes, 8 de abril de 2003"	12.8902479									
mar	6	"martes, 8 de abril de 2003"	20.69532672									
mar	6	"martes, 8 de abril de 2003"	27.50427245									
mar	6	"martes, 8 de abril de 2003"	41.03753231									
mar	6	"martes, 8 de abril de 2003"	67.24619002									
mar	7	"martes, 8 de abril de 2003"	89.17673467									
mar	7	"martes, 8 de abril de 2003"	90.28625013									
mar	7	"martes, 8 de abril de 2003"	93.81336852									
mar	7	"martes, 8 de abril de 2003"	89.18464018									
mar	8	"martes, 8 de abril de 2003"	93.33724111									
mar	8	"martes, 8 de abril de 2003"	94.01574745									
mar	8	"martes, 8 de abril de 2003"	88.72928162									
mar	8	"martes, 8 de abril de 2003"	89.32485024									
mar	9	"martes, 8 de abril de 2003"	85.95067562									
mar	9	"martes, 8 de abril de 2003"	88.47949152									
mar	9	"martes, 8 de abril de 2003"	90.41697857									
mar	9	"martes, 8 de abril de 2003"	91.58044685									
mar	10	"martes, 8 de abril de 2003"	91.33536937									
mar	10	"martes, 8 de abril de 2003"	85.5841005									
mar	10	"martes, 8 de abril de 2003"	84.89982555									
mar	10	"martes, 8 de abril de 2003"	78.15272923									
mar	11	"martes, 8 de abril de 2003"	81.3494472									
mar	11	"martes, 8 de abril de 2003"	82.44694353									
mar	11	"martes, 8 de abril de 2003"	86.89616589									
mar	11	"martes, 8 de abril de 2003"	84.1798751									
mar	12	"martes, 8 de abril de 2003"	87.42683264									
mar	12	"martes, 8 de abril de 2003"	80.07985889									
mar	12	"martes, 8 de abril de 2003"	81.1015907									
mar	12	"martes, 8 de abril de 2003"	85.21410806									
mar	13	"martes, 8 de abril de 2003"	86.85261313									
mar	13	"martes, 8 de abril de 2003"	82.8326142									
mar	13	"martes, 8 de abril de 2003"	86.47539954									
mar	13	"martes, 8 de abril de 2003"	82.8835226									
mar	14	"martes, 8 de abril de 2003"	99.57989688									
mar	14	"martes, 8 de abril de 2003"	83.53453738									
mar	14	"martes, 8 de abril de 2003"	84.71273116									
mar	14	"martes, 8 de abril de 2003"	52.63221771									
mar	15	"martes, 8 de abril de 2003"	67.48369609									
mar	15	"martes, 8 de abril de 2003"	71.65205736									
mar	15	"martes, 8 de abril de 2003"	75.29861814									
mar	15	"martes, 8 de abril de 2003"	72.02370888									
mar	16	"martes, 8 de abril de 2003"	75.25850556									
mar	16	"martes, 8 de abril de 2003"	74.56366112									
mar	16	"martes, 8 de abril de 2003"	73.39065492									
mar	16	"martes, 8 de abril de 2003"	74.95879459									
mar	17	"martes, 8 de abril de 2003"	74.08900567									
mar	17	"martes, 8 de abril de 2003"	68.20581658									
mar	17	"martes, 8 de abril de 2003"	75.37235683									
mar	17	"martes, 8 de abril de 2003"	90.66963324									
mar	18	"martes, 8 de abril de 2003"	89.58630647									
mar	18	"martes, 8 de abril de 2003"	88.31308466									
mar	18	"martes, 8 de abril de 2003"	86.17304627									
mar	18	"martes, 8 de abril de 2003"	88.71588362									
mar	19	"martes, 8 de abril de 2003"	88.135404									
mar	19	"martes, 8 de abril de 2003"	83.84318488									
mar	19	"martes, 8 de abril de 2003"	81.89620293									
mar	19	"martes, 8 de abril de 2003"	82.50281268									
mar	20	"martes, 8 de abril de 2003"	54.7222429									
mar	20	"martes, 8 de abril de 2003"	79.59889784									
mar	20	"martes, 8 de abril de 2003"	81.0653514									
mar	20	"martes, 8 de abril de 2003"	78.86831584									
mar	21	"martes, 8 de abril de 2003"	71.95134109									
mar	21	"martes, 8 de abril de 2003"	71.37901865									
mar	21	"martes, 8 de abril de 2003"	76.92961392									
mar	21	"martes, 8 de abril de 2003"	72.80753145									
mar	22	"martes, 8 de abril de 2003"	67.29871494									
mar	22	"martes, 8 de abril de 2003"	69.50456798									
mar	22	"martes, 8 de abril de 2003"	65.78635345									
mar	22	"martes, 8 de abril de 2003"	63.28795688									
mar	23	"martes, 8 de abril de 2003"	59.05840329									
mar	23	"martes, 8 de abril de 2003"	50.71380984									
mar	23	"martes, 8 de abril de 2003"	50.57374285									
mar	23	"martes, 8 de abril de 2003"	46.11837773									
mié	0	"miércoles, 9 de abril de 2003"	40.28972718									
mié	0	"miércoles, 9 de abril de 2003"	35.12495407									
mié	0	"miércoles, 9 de abril de 2003"	28.99852597									
mié	0	"miércoles, 9 de abril de 2003"	24.51023172									
mié	1	"miércoles, 9 de abril de 2003"	21.34236092									
mié	1	"miércoles, 9 de abril de 2003"	19.03213229									
mié	1	"miércoles, 9 de abril de 2003"	15.54875769									
mié	1	"miércoles, 9 de abril de 2003"	15.9562579									
mié	2	"miércoles, 9 de abril de 2003"	12.89365465									
mié	2	"miércoles, 9 de abril de 2003"	12.75113842									
mié	2	"miércoles, 9 de abril de 2003"	10.55462783									
mié	2	"miércoles, 9 de abril de 2003"	8.603927363									
mié	3	"miércoles, 9 de abril de 2003"	10.14368208									
mié	3	"miércoles, 9 de abril de 2003"	7.773723652									
mié	3	"miércoles, 9 de abril de 2003"	6.169200347									
mié	3	"miércoles, 9 de abril de 2003"	5.707090893									
mié	4	"miércoles, 9 de abril de 2003"	5.581801811									
mié	4	"miércoles, 9 de abril de 2003"	6.961981841									
mié	4	"miércoles, 9 de abril de 2003"	7.050696622									
